bibliography.congress classifications,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.rank,metadata.url,bibliography.author.birth,bibliography.author.death,bibliography.author.name,bibliography.publication.day,bibliography.publication.full,bibliography.publication.month,bibliography.publication.month name,bibliography.publication.year,metadata.formats.total,metadata.formats.types,metrics.difficulty.automated readability index,metrics.difficulty.coleman liau index,metrics.difficulty.dale chall readability score,metrics.difficulty.difficult words,metrics.difficulty.flesch kincaid grade,metrics.difficulty.flesch reading ease,metrics.difficulty.gunning fog,metrics.difficulty.linsear write formula,metrics.difficulty.smog index,metrics.sentiments.polarity,metrics.sentiments.subjectivity,metrics.statistics.average letter per word,metrics.statistics.average sentence length,metrics.statistics.average sentence per word,metrics.statistics.characters,metrics.statistics.polysyllables,metrics.statistics.sentences,metrics.statistics.syllables,metrics.statistics.words
PR,en,"People with disabilities -- Fiction,Artists -- Fiction,Orphans -- Fiction,Bildungsromans,Physicians -- Fiction",Of Human Bondage,Text,490,351,814,https://www.gutenberg.org/ebooks/351,1874,1965,"Maugham, W. Somerset (William Somerset)",6,"May 6, 2008",5,May,2008,6,"text/html,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",8.3,9.28,5.38,16344,5.6,81.63,8,4,3.1,0.07034892537,0.5107271252,4.63,15,0.06,1201159,5672,16316,341277.3,259443
PQ,en,"Lays -- Translations into English;Romances -- Translations into English;Marie, de France, active 12th century -- Translations into English",French Mediaeval Romances from the Lays of Marie de France,Text,489,11417,815,https://www.gutenberg.org/ebooks/11417,0,0,"Marie, Queen of Rumania",3,"March 3, 2004",3,March,2004,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",9.3,8.65,5.59,4736,7.2,77.57,9.6,7.5,3.1,0.2107104692,0.5746695154,4.47,19,0.05,329626,537,3825,92768.4,73791
PQ,en,French fiction -- Translations into English,Against the Grain,Text,489,12341,816,https://www.gutenberg.org/ebooks/12341,1848,1907,"Huysmans, J.-K. (Joris-Karl)",14,"May 14, 2004",5,May,2004,7,"text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",17.4,13.47,7.86,10684,13,51.52,13.2,26,8.8,0.05799250498,0.5193248874,5.25,28,0.04,312655,3058,2106,91548,59501
PR,en,English poetry,Browning's Shorter Poems,Text,489,16376,817,https://www.gutenberg.org/ebooks/16376,1812,1889,"Browning, Robert",28,"July 28, 2005",7,July,2005,8,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",10,10.67,6.87,7591,6,80.62,8.4,5.5,3.1,0.1285389955,0.4722392079,4.87,16,0.06,239594,898,2906,63913.5,49170
PS,en,"Science fiction,War stories,Space ships -- Fiction",Mr. Spaceship,Text,489,32522,818,https://www.gutenberg.org/ebooks/32522,1928,1982,"Dick, Philip K.",25,"May 25, 2010",5,May,2010,8,"image/jpeg,text/html; charset=utf-8,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",6.3,9.54,6.31,1520,2.9,88.74,5.2,3.5,3.1,0.04973266597,0.4174369434,4.93,8,0.11,52070,219,1177,14153.4,10562
PR,en,"Historical fiction,Caribbean Area -- Fiction,Pirates -- Fiction,Physicians -- Fiction,Sea stories,Adventure stories,British -- Caribbean Area -- Fiction",Captain Blood,Text,487,1965,820,https://www.gutenberg.org/ebooks/1965,1875,1950,"Sabatini, Rafael",1,"November, 1999",11,November,1999,7,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",9.3,10.73,5.98,11441,6.8,73.17,8,1.5,3.1,0.05828288517,0.491077178,4.88,15,0.06,552249,3255,7345,156525.3,113152
QH,en,"Natural history,Voyages around the world -- History -- 19th century,Beagle Expedition (1831-1836),South America -- Discovery and exploration,Geology",The Voyage of the Beagle,Text,487,944,823,https://www.gutenberg.org/ebooks/944,1809,1882,"Darwin, Charles",1,"June, 1997",6,June,1997,7,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",14.6,11.61,6.14,16512,10.7,63.02,12,11,3.1,0.09148821505,0.4656758398,4.93,25,0.04,1013480,7968,7998,297199.8,205655
PR,en,"Country homes -- Fiction,Sisters -- Fiction,Social classes -- Fiction,Illegitimate children -- Fiction,England -- Fiction,Remarried people -- Fiction,Inheritance and succession -- Fiction,Domestic fiction",Howards End,Text,486,2891,824,https://www.gutenberg.org/ebooks/2891,1879,1970,"Forster, E. M. (Edward Morgan)",1,"November, 2001",11,November,2001,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",7.7,10.19,5.93,11698,5.6,76.22,6.8,5,3.1,0.07356223903,0.507000084,4.89,12,0.08,531013,2485,8872,146719.8,108676
"PR,PS",en,"American essays,English essays",Modern Essays,Text,486,38280,825,https://www.gutenberg.org/ebooks/38280,0,0,Unknown,11,"December 11, 2011",12,December,2011,9,"image/jpeg,text/plain; charset=utf-8,text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",12,11.08,7.01,12817,8.7,68.1,10,6,3.1,0.1233210636,0.4881073152,4.89,20,0.05,414673,3314,4063,120670.2,84843
PR,en,"English essays -- Early modern, 1500-1700","The Essays or Counsels, Civil and Moral",Text,486,575,826,https://www.gutenberg.org/ebooks/575,1561,1626,"Bacon, Francis",1,"June, 1996",6,June,1996,7,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",15.7,11.21,7.24,7449,11.8,59.98,13.2,19,3.1,0.1828557811,0.5239103054,4.81,28,0.03,254896,1608,1832,74285.1,53007
PS,en,"Hudson River Valley (N.Y. and N.J.) -- Fiction;Americans -- England -- History -- 19th century;Fantasy fiction, American;Catskill Mountains Region (N.Y.) -- Fiction;Irving, Washington, 1783-1859 -- Travel -- England;England -- Social life and customs -- 19th century",The Sketch-Book of Geoffrey Crayon,Text,485,2048,827,https://www.gutenberg.org/ebooks/2048,1783,1859,"Irving, Washington",1,"August, 2000",8,August,2000,7,"text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",16.9,11.96,6.98,15117,12.6,57.95,14,28,8.8,0.1208132706,0.4888034152,4.94,30,0.03,634742,4933,4253,185427.9,128395
BR,en,"Persecution,Martyrs,Church history","Fox's Book of Martyrs: Or A History of the Lives, Sufferings, and Triumphant; Deaths of the Primitive Protestant Martyrs",Text,484,22400,829,https://www.gutenberg.org/ebooks/22400,1516,1587,"Foxe, John",25,"August 25, 2007",8,August,2007,8,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",15.4,11.9,6.19,21045,11.1,62.01,12.4,30,8.8,0.08334225729,0.4670174925,4.98,26,0.04,1313898,9945,9837,380135.7,263862
PR,en,"Hamlet (Legendary character) -- Drama,Tragedies,Murder victims' families -- Drama,Princes -- Drama,Denmark -- Drama,Fathers -- Death -- Drama,Revenge -- Drama,Kings and rulers -- Succession -- Drama","Hamlet, Prince of Denmark",Text,484,27761,830,https://www.gutenberg.org/ebooks/27761,1564,1616,"Shakespeare, William",10,"January 10, 2009",1,January,2009,8,"text/html; charset=utf-8,text/plain; charset=us-ascii,text/plain; charset=utf-8,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",10,12.58,6.65,4772,4.8,83.66,7.2,5.5,3.1,0.1413975814,0.5334191918,5.25,13,0.07,167162,570,2386,41687.1,31823
PR,en,Science fiction,The Night Land,Text,483,10662,831,https://www.gutenberg.org/ebooks/10662,1877,1918,"Hodgson, William Hope",9,"January 9, 2004",1,January,2004,6,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain",18.3,7.79,2.54,6981,14.2,64.72,18,26,3.1,0.1486861258,0.5432977426,4.17,40,0.02,821706,1458,4901,239606.1,197075
PR,en,"Ghost stories,English fiction",Three Ghost Stories,Text,483,1289,832,https://www.gutenberg.org/ebooks/1289,1812,1870,"Dickens, Charles",9,"March 9, 2013",3,March,2013,6,"text/html,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",11.6,9.98,7.1,3227,9.1,67.08,10.4,6.5,3.1,0.07190042841,0.4723569236,4.7,21,0.05,99041,657,970,28866.6,21066
PS,en,"Science fiction,Short stories,Time travel -- Fiction",The Skull,Text,483,30255,833,https://www.gutenberg.org/ebooks/30255,1928,1982,"Dick, Philip K.",14,"October 14, 2009",10,October,2009,6,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",5.7,8.89,6.26,1102,2.9,88.74,5.2,5,3.1,0.06457596014,0.4501496955,4.87,8,0.12,38008,131,922,10189.8,7812
PR,en,"Ocean travel -- Fiction,Women travelers -- Fiction,Bildungsromans,Love stories,Young women -- Fiction,British -- South America -- Fiction",The Voyage Out,Text,482,144,835,https://www.gutenberg.org/ebooks/144,1882,1941,"Woolf, Virginia",12,"January 12, 2006",1,January,2006,7,"text/plain; charset=utf-8,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",9.6,10.38,5.8,11835,7.2,72.16,8.4,13,3.1,0.08292245803,0.4976798469,4.82,16,0.06,655337,3208,8150,183927.6,136016
PA,en,"Classical literature,Metamorphosis -- Fiction",The Golden Asse,Text,482,1666,836,https://www.gutenberg.org/ebooks/1666,0,0,Apuleius,21,"February 21, 2006",2,February,2006,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain",26.1,10.35,7.47,6644,20.8,36.63,22.4,14,3.1,0.1695659411,0.5349162318,4.61,51,0.02,371394,1281,1559,109950.3,80581
PR,en,"Biographers -- Fiction,Triangles (Interpersonal relations) -- Fiction,Poets -- Family relationships -- Fiction,London (England) -- Fiction,Mothers and daughters -- Fiction,Domestic fiction,Young women -- Fiction,Love stories",Night and Day,Text,481,1245,840,https://www.gutenberg.org/ebooks/1245,1882,1941,"Woolf, Virginia",1,"March, 1998",3,March,1998,7,"text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",10.8,11.08,5.83,13662,7.9,70.13,9.2,17.5,3.1,0.09658642285,0.5055298212,4.89,18,0.05,812422,5127,9032,232335.9,166200
PS,en,"Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction;Revenge -- Fiction;Psychological fiction;Triangles (Interpersonal relations) -- Fiction;Women immigrants -- Fiction;Illegitimate children -- Fiction;Historical fiction;Married women -- Fiction;Clergy -- Fiction;Puritans -- Fiction;Adultery -- Fiction",The Scarlet Letter,Text,481,25344,841,https://www.gutenberg.org/ebooks/25344,1804,1864,"Hawthorne, Nathaniel",5,"May 5, 2008",5,May,2008,8,"text/plain; charset=utf-8,text/plain; charset=us-ascii,text/html; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook",13.7,12.13,6.72,10324,9.9,65.05,11.2,4.5,3.1,0.08795711497,0.497973721,5.02,23,0.04,421010,3315,3644,120875.4,83817
PQ,en,"Detective and mystery stories;Rouletabille, Joseph (Fictitious character) -- Fiction;Reporters and reporting -- Fiction",The Mystery of the Yellow Room,Text,480,1685,842,https://www.gutenberg.org/ebooks/1685,1868,1927,"Leroux, Gaston",1,"March, 1999",3,March,1999,7,"text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",9.9,10.67,5.83,6481,7.2,72.16,8.4,13.5,3.1,0.07345189136,0.4760407031,4.87,16,0.06,356919,2647,4362,102702.6,73251
PA,en,"Rome -- History -- Civil War, 49-48 B.C.;Gaul -- History -- Gallic Wars, 58-51 B.C.","""De Bello Gallico"" and Other Commentaries",Text,478,10657,843,https://www.gutenberg.org/ebooks/10657,-100,-44,"Caesar, Julius",9,"January 9, 2004",1,January,2004,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",20.9,12.25,6.7,12447,15.4,50.84,16.8,13.5,8.8,0.1241039292,0.4543457341,4.99,37,0.03,798061,5173,4240,229664.7,159795
"BL,PB",en,"Mythology, Celtic;Celts -- Religion",Myths & Legends of the Celtic Race,Text,478,34081,844,https://www.gutenberg.org/ebooks/34081,1857,1920,"Rolleston, T. W. (Thomas William)",16,"October 16, 2010",10,October,2010,11,"application/prs.tei,text/plain; charset=us-ascii,text/html; charset=utf-8,application/pdf,text/plain; charset=utf-8,application/octet-stream,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",13.7,11.09,6.45,14495,10.3,64.04,11.6,10.5,3.1,0.1283020152,0.4638438537,4.84,24,0.04,683116,3762,5736,190580.4,141007
G,en,"Political science -- Handbooks, manuals, etc.;World politics -- Handbooks, manuals, etc.;Political statistics -- Handbooks, manuals, etc.;Geography -- Handbooks, manuals, etc.",The 2010 CIA World Factbook,Text,478,35830,845,https://www.gutenberg.org/ebooks/35830,0,0,United States. Central Intelligence Agency,11,"April 11, 2011",4,April,2011,11,"text/html,image/jpeg,text/plain; charset=utf-8,text/plain; charset=us-ascii,image/gif,text/plain,application/octet-stream,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",15.2,18.49,1.1,42141,7.6,65.73,7.6,7.5,8.8,0.03009633929,0.3278808532,6.27,14,0.07,10286089,131707,115413,2396909.7,1640506
PG,en,"Russia -- Social life and customs -- Drama,Russian drama -- Translations into English,Comedies",The Inspector-General,Text,478,3735,846,https://www.gutenberg.org/ebooks/3735,1809,1852,"Gogol, Nikolai Vasilevich",1,"February, 2003",2,February,2003,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",6.6,9.83,5.98,3523,4.4,79.26,5.6,15.5,3.1,0.1100233617,0.501097532,4.93,9,0.1,144918,863,3055,40373.1,29373
PR,en,"Short stories, New Zealand;New Zealand -- Social life and customs -- Fiction","The Garden Party, and Other Stories",Text,477,1429,848,https://www.gutenberg.org/ebooks/1429,1888,1923,"Mansfield, Katherine",1,1998,1,January,1998,7,"text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",6.9,9.38,5.85,6029,4,85.69,6.4,1.5,3.1,0.04379000729,0.4923300368,4.8,11,0.09,274198,693,5007,74325.6,57173
PQ,en,"Life on other planets -- Fiction;Voyages, Imaginary -- Fiction;Interplanetary voyages -- Fiction;Short stories;Science fiction",Micromegas,Text,477,30123,849,https://www.gutenberg.org/ebooks/30123,1694,1778,Voltaire,28,"September 28, 2009",9,September,2009,7,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",11.3,11.14,7.22,1286,8.3,69.11,9.6,4.5,3.1,0.07680243704,0.5312174844,4.9,19,0.05,37744,330,400,10782,7702
PQ,es,"Authors -- Fiction,Andalusia (Spain) -- Social life and customs -- Fiction,Donkeys -- Fiction",Platero y yo,Text,476,9980,850,https://www.gutenberg.org/ebooks/9980,1881,1958,"Jimenez, Juan Ramon",1,"February, 2006",2,February,2006,7,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",12.9,14.9,8.43,7942,9.1,56.25,8,31,3.1,0.06647432941,0.4869943952,5.6,15,0.06,173502,1726,1938,48623.4,30987
PL,en,"Ethics -- China;Philosophy, Chinese",The Analects of Confucius (from the Chinese Classics),Text,475,3330,851,https://www.gutenberg.org/ebooks/3330,-551,-479,Confucius,1,"July, 2002",7,July,2002,6,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain",9.3,9.8,6.07,2961,6.4,79.6,8.8,11.5,3.1,0.1347318148,0.5483378387,4.72,17,0.06,138419,624,1722,37985.4,29311
PS,en,"Paris (France) -- Fiction,Man-woman relationships -- Fiction,Americans -- France -- Fiction,Psychological fiction,Young men -- Fiction",The Ambassadors,Text,474,432,853,https://www.gutenberg.org/ebooks/432,1843,1916,"James, Henry",1,"February, 1996",2,February,1996,7,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",10,10.21,5.79,13443,7.6,71.14,8.8,11,3.1,0.1328204713,0.5079733388,4.79,17,0.06,775285,4846,9123,219842.1,162021
PL,en,"Autobiographical fiction;China -- History -- Qing dynasty, 1644-1912 -- Fiction;Domestic fiction;Cao, Xueqin, approximately 1717-1763 -- Fiction;Jia, Baoyu (Fictitious character) -- Fiction","Hung Lou Meng, or, the Dream of the Red Chamber, a Chinese Novel, Book I",Text,473,9603,855,https://www.gutenberg.org/ebooks/9603,1715,1763,"Cao, Xueqin",1,"January, 2006",1,January,2006,8,"text/html,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",14.5,10.51,6.05,12542,10.3,69.45,12.8,14,3.1,0.1077952392,0.4490715424,4.74,27,0.04,874241,4051,6757,248011.2,184327
PR,en,"England -- Fiction,Detective and mystery stories",The Red House Mystery,Text,472,1872,856,https://www.gutenberg.org/ebooks/1872,1882,1956,"Milne, A. A. (Alan Alexander)",1,"August, 1999",8,August,1999,7,"text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",6.7,9.09,5.5,5036,4,85.69,6.4,5.5,3.1,0.06645752209,0.4870598108,4.75,11,0.09,287012,1127,5210,78778.8,60370
PR,en,"Psychological fiction,Triangles (Interpersonal relations) -- Fiction,Missing persons -- Fiction,England -- Fiction,Mystery fiction,Choral conductors -- Fiction,Cathedrals -- Fiction,Separation (Psychology) -- Fiction",The Mystery of Edwin Drood,Text,472,564,857,https://www.gutenberg.org/ebooks/564,1812,1870,"Dickens, Charles",25,"December 25, 2010",12,December,2010,7,"text/html,text/plain; charset=utf-8,text/plain; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",9.8,10.61,6.24,10966,7.2,72.16,8.4,5.5,3.1,0.08760718904,0.4992177505,4.86,16,0.06,464174,2701,5743,129901.5,95606
PQ,en,"Murder -- Fiction,Guilt -- Fiction,Adultery -- Fiction",Theresa Raquin,Text,471,6626,858,https://www.gutenberg.org/ebooks/6626,1840,1902,"Zola, Emile",22,"April 22, 2006",4,April,2006,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",10.5,10.79,5.95,6591,7.6,71.14,8.8,19,3.1,0.01358257633,0.4919608854,4.89,17,0.06,346902,1810,3984,99846,70936
PR,en,"British -- Foreign countries -- Fiction,Impostors and imposture -- Fiction,Adventure stories",The Prisoner of Zenda,Text,471,95,859,https://www.gutenberg.org/ebooks/95,1863,1933,"Hope, Anthony",10,"January 10, 2006",1,January,2006,7,"text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",7.6,8.69,5.92,5418,5.2,82.65,7.6,55,3.1,0.09295242635,0.4714010905,4.58,14,0.07,246183,801,3583,68324.4,53712
